*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2015 172    25   344    78      0     14      0     4    80    90    0.00   0.0   0.0   0.00   0.353   0.375   0.373   0.392   0.391   0.391   0.389   0.389   0.387
 2015 173    26   357    91      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.433   0.420   0.389   0.395   0.388   0.388   0.386   0.386   0.384
 2015 174    27   353    88      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.410   0.404   0.383   0.395   0.395   0.395   0.389   0.383   0.381
 2015 175    28   351    85      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.394   0.394   0.379   0.395   0.396   0.396   0.392   0.381   0.378
 2015 176    29   347    81      0     14      0     5    96    90    0.00   0.0   0.0   0.00   0.381   0.387   0.376   0.395   0.395   0.394   0.389   0.378   0.376
 2015 177    30   366   100      0     14      0     6   118    90    0.00   0.0   0.0   0.00   0.431   0.419   0.425   0.438   0.411   0.398   0.387   0.375   0.373
 2015 178    31   363    97      0     14      0     6   118    90    0.01   0.0   0.0   0.00   0.409   0.404   0.407   0.423   0.405   0.396   0.396   0.396   0.393
 2015 179    32   358    92      0     16      0     6   118    90    0.01   0.0   0.0   0.00   0.393   0.394   0.394   0.412   0.400   0.396   0.396   0.396   0.396
 2015 180    33   353    88      0     17      0     6   118    90    0.01   0.0   0.0   0.00   0.380   0.387   0.385   0.404   0.397   0.395   0.395   0.395   0.395
 2015 181    34   369   104      0     17      0     7   137    90    0.01   0.0   0.0   0.00   0.430   0.418   0.424   0.434   0.407   0.398   0.393   0.393   0.393
 2015 182    35   362    97      0     21      0     7   137    90    0.01   0.0   0.0   0.00   0.407   0.403   0.405   0.420   0.402   0.396   0.396   0.396   0.396
 2015 183    36   357    91      0     23      0     7   137    90    0.01   0.0   0.0   0.00   0.390   0.392   0.392   0.410   0.399   0.396   0.396   0.396   0.396
 2015 184    37   364    99      0     23      0     8   148    90    0.01   0.0   0.0   0.00   0.428   0.419   0.404   0.412   0.401   0.396   0.394   0.394   0.394
 2015 185    38   358    93      0     25      0     8   148    90    0.01   0.0   0.0   0.00   0.404   0.402   0.391   0.405   0.398   0.396   0.396   0.396   0.396
 2015 186    39   355    89      0     26      0     8   148    90    0.01   0.0   0.0   0.00   0.388   0.392   0.384   0.400   0.396   0.396   0.396   0.396   0.396
 2015 187    40   352    87      0     26      0     8   148    90    0.02   0.0   0.0   0.00   0.378   0.386   0.379   0.398   0.397   0.397   0.397   0.396   0.395
 2015 188    41   351    86      0     26      0     8   148    90    0.02   0.0   0.0   0.00   0.374   0.384   0.377   0.397   0.396   0.396   0.396   0.395   0.395
 2015 189    42   353    87      0     26      2     8   148    90    0.05   0.0   0.0   0.00   0.387   0.387   0.377   0.397   0.396   0.396   0.396   0.395   0.394
 2015 190    43   350    85      0     26      2     8   148    90    0.05   0.0   0.0   0.00   0.376   0.383   0.377   0.395   0.394   0.395   0.395   0.394   0.393
 2015 191    44   369   104      0     26      2     9   171    90    0.05   0.0   0.0   0.00   0.427   0.417   0.423   0.438   0.413   0.399   0.394   0.392   0.391
 2015 192    45   362    97      0     30      2     9   171    90    0.05   0.0   0.0   0.00   0.404   0.401   0.405   0.422   0.406   0.397   0.396   0.396   0.396
 2015 193    46   357    91      0     32      2     9   171    90    0.05   0.0   0.0   0.00   0.387   0.391   0.391   0.411   0.402   0.396   0.396   0.396   0.396
 2015 194    47   375   109      0     32      2    10   193    90    0.05   0.0   0.0   0.00   0.427   0.418   0.422   0.437   0.439   0.415   0.401   0.396   0.394
 2015 195    48   365   100      0     38      2    10   193    90    0.05   0.0   0.0   0.00   0.403   0.401   0.404   0.422   0.424   0.408   0.399   0.396   0.396
 2015 196    49   358    93      0     41      2    10   193    90    0.05   0.0   0.0   0.00   0.385   0.390   0.390   0.410   0.414   0.403   0.397   0.396   0.396
 2015 197    50   354    88      0     43      2    10   193    90    0.05   0.0   0.0   0.00   0.374   0.384   0.381   0.403   0.407   0.400   0.396   0.396   0.396
 2015 198    51   368   103      0     43      2    11   211    90    0.05   0.0   0.0   0.00   0.428   0.417   0.422   0.418   0.408   0.401   0.397   0.394   0.394
 2015 199    52   361    95      0     46      2    11   211    90    0.05   0.0   0.0   0.00   0.405   0.401   0.404   0.409   0.403   0.399   0.396   0.396   0.396
 2015 200    53   356    90      0     48      2    11   211    90    0.05   0.0   0.0   0.00   0.387   0.391   0.391   0.403   0.400   0.397   0.396   0.396   0.396
 2015 201    54   351    86      0     49      2    11   211    90    0.05   0.0   0.0   0.00   0.373   0.383   0.381   0.398   0.397   0.396   0.396   0.396   0.396
 2015 202    55   348    83      0     49      2    11   211    90    0.04   0.0   0.0   0.00   0.365   0.377   0.375   0.394   0.395   0.394   0.394   0.394   0.394
 2015 203    56   346    80      0     49      2    11   211    90    0.04   0.0   0.0   0.00   0.353   0.373   0.371   0.393   0.395   0.394   0.394   0.394   0.394
 2015 204    57   366   101      0     49      2    12   234    90    0.04   0.0   0.0   0.00   0.433   0.419   0.424   0.416   0.400   0.394   0.392   0.392   0.392
 2015 205    58   360    94      0     51      2    12   234    90    0.04   0.0   0.0   0.00   0.406   0.401   0.404   0.407   0.397   0.396   0.396   0.396   0.396
 2015 206    59   355    89      0     52      2    12   234    90    0.04   0.0   0.0   0.00   0.388   0.391   0.390   0.401   0.396   0.396   0.396   0.396   0.396
 2015 207    60   351    86      0     52      2    12   234    90    0.04   0.0   0.0   0.00   0.374   0.384   0.381   0.397   0.396   0.396   0.396   0.396   0.394
 2015 208    61   347    82      0     52      2    12   234    90    0.04   0.0   0.0   0.00   0.365   0.377   0.374   0.393   0.393   0.393   0.393   0.393   0.392
 2015 209    62   369   103      0     52      2    13   258    90    0.05   0.0   0.0   0.00   0.432   0.420   0.425   0.437   0.405   0.396   0.392   0.392   0.390
 2015 210    63   362    96      0     55      2    13   258    90    0.05   0.0   0.0   0.00   0.406   0.402   0.405   0.421   0.400   0.396   0.396   0.396   0.396
 2015 211    64   356    90      0     57      2    13   258    90    0.04   0.0   0.0   0.00   0.387   0.390   0.390   0.409   0.397   0.395   0.395   0.395   0.395
 2015 212    65   351    86      0     57      2    13   258    90    0.04   0.0   0.0   0.00   0.373   0.383   0.380   0.401   0.395   0.395   0.395   0.395   0.395
 2015 213    66   368   102      0     57      2    14   278    90    0.04   0.0   0.0   0.00   0.429   0.418   0.423   0.428   0.403   0.396   0.393   0.393   0.393
 2015 214    67   360    95      0     60      2    14   278    90    0.03   0.0   0.0   0.00   0.405   0.401   0.403   0.414   0.398   0.395   0.395   0.395   0.395
 2015 215    68   355    90      0     62      2    14   278    90    0.05   0.0   0.0   0.00   0.389   0.391   0.391   0.405   0.395   0.395   0.395   0.395   0.395
 2015 216    69   371   105      0     62      2    15   298    90    0.06   0.0   0.0   0.00   0.429   0.418   0.423   0.437   0.423   0.401   0.394   0.392   0.392
 2015 217    70   363    97      0     66      2    15   298    90    0.06   0.0   0.0   0.00   0.407   0.403   0.405   0.421   0.412   0.397   0.395   0.395   0.395
 2015 218    71   357    91      0     68      2    15   298    90    0.05   0.0   0.0   0.00   0.392   0.393   0.392   0.410   0.404   0.395   0.395   0.395   0.395
 2015 219    72   353    88      0     68      2    15   298    90    0.05   0.0   0.0   0.00   0.382   0.387   0.384   0.402   0.399   0.395   0.395   0.395   0.395
 2015 220    73   370   104      0     68      2    16   318    90    0.04   0.0   0.0   0.00   0.433   0.420   0.425   0.437   0.411   0.397   0.392   0.391   0.391
 2015 221    74   363    97      0     72      2    16   318    90    0.04   0.0   0.0   0.00   0.411   0.405   0.407   0.422   0.404   0.395   0.395   0.395   0.395

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2015 160     0   353    88      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.377   0.387   0.380   0.398   0.398   0.398   0.398   0.398   0.398
 2015 161     1   370   105      0      0      0     1    20    45    0.00   0.0   0.0   0.00   0.434   0.421   0.426   0.432   0.406   0.398   0.396   0.395   0.395
 2015 162     2   363    97      0      5      0     1    20    90    0.00   0.0   0.0   0.00   0.414   0.407   0.409   0.418   0.400   0.395   0.395   0.395   0.395
 2015 163     3   358    92      0      6      0     1    20    90    0.00   0.0   0.0   0.00   0.399   0.398   0.397   0.409   0.397   0.395   0.395   0.395   0.395
 2015 164     4   354    89      0      7      0     1    20    90    0.00   0.0   0.0   0.00   0.389   0.391   0.388   0.402   0.395   0.395   0.395   0.395   0.395
 2015 165     5   371   106      0      7      0     2    40    90    0.00   0.0   0.0   0.00   0.434   0.421   0.425   0.438   0.419   0.400   0.393   0.391   0.391
 2015 166     6   364    98      0     11      0     2    40    90    0.00   0.0   0.0   0.00   0.413   0.407   0.408   0.422   0.409   0.396   0.395   0.395   0.395
 2015 167     7   358    93      0     13      0     2    40    90    0.00   0.0   0.0   0.00   0.398   0.397   0.396   0.411   0.402   0.395   0.395   0.395   0.395
 2015 168     8   355    89      0     14      0     2    40    90    0.00   0.0   0.0   0.00   0.388   0.391   0.388   0.404   0.398   0.395   0.395   0.395   0.395
 2015 169     9   352    86      0     14      0     2    40    90    0.00   0.0   0.0   0.00   0.381   0.386   0.382   0.399   0.395   0.395   0.395   0.393   0.391
 2015 170    10   368   103      0     14      0     3    60    90    0.00   0.0   0.0   0.00   0.433   0.420   0.425   0.435   0.405   0.396   0.391   0.390   0.388
 2015 171    11   362    97      0     16      0     3    60    90    0.00   0.0   0.0   0.00   0.412   0.406   0.408   0.421   0.399   0.395   0.395   0.395   0.395
 2015 172    12   357    92      0     18      0     3    60    90    0.00   0.0   0.0   0.00   0.397   0.396   0.396   0.410   0.396   0.395   0.395   0.395   0.395
 2015 173    13   354    88      0     18      0     3    60    90    0.00   0.0   0.0   0.00   0.387   0.390   0.387   0.403   0.395   0.395   0.395   0.395   0.395
 2015 174    14   351    85      0     18      0     3    60    90    0.00   0.0   0.0   0.00   0.379   0.385   0.381   0.398   0.395   0.394   0.391   0.391   0.391
 2015 175    15   368   102      0     18      0     4    80    90    0.00   0.0   0.0   0.00   0.434   0.420   0.426   0.433   0.404   0.395   0.388   0.388   0.388
 2015 176    16   362    97      0     21      0     4    80    90    0.00   0.0   0.0   0.00   0.411   0.405   0.407   0.419   0.399   0.395   0.395   0.395   0.395
 2015 177    17   367   101      0     21      0     5    88    90    0.00   0.0   0.0   0.00   0.426   0.419   0.420   0.423   0.405   0.397   0.393   0.393   0.393
 2015 178    18   361    95      0     24      0     5    88    90    0.00   0.0   0.0   0.00   0.407   0.405   0.404   0.412   0.399   0.395   0.395   0.395   0.395
 2015 179    19   356    90      0     25      0     5    88    90    0.00   0.0   0.0   0.00   0.393   0.395   0.393   0.404   0.396   0.395   0.395   0.395   0.395
 2015 180    20   352    87      0     25      0     5    88    90    0.00   0.0   0.0   0.00   0.382   0.388   0.384   0.399   0.395   0.395   0.395   0.395   0.392
 2015 181    21   361    95      0     25      0     6   100    90    0.00   0.0   0.0   0.00   0.432   0.419   0.398   0.402   0.394   0.391   0.391   0.391   0.389
 2015 182    22   357    92      0     25      0     6   100    90    0.00   0.0   0.0   0.00   0.410   0.404   0.388   0.397   0.395   0.395   0.395   0.395   0.394
 2015 183    23   369   103      0     25      0     7   115    90    0.00   0.0   0.0   0.00   0.432   0.419   0.425   0.437   0.405   0.396   0.391   0.391   0.391
 2015 184    24   362    97      0     28      0     7   115    90    0.00   0.0   0.0   0.00   0.409   0.404   0.407   0.421   0.400   0.395   0.395   0.395   0.395
 2015 185    25   357    91      0     30      0     7   115    90    0.00   0.0   0.0   0.00   0.393   0.394   0.394   0.410   0.396   0.395   0.395   0.395   0.395
 2015 186    26   354    88      0     30      0     7   115    90    0.00   0.0   0.0   0.00   0.383   0.388   0.385   0.404   0.395   0.395   0.395   0.395   0.395
 2015 187    27   366   101      0     30      0     8   130    90    0.00   0.0   0.0   0.00   0.433   0.421   0.421   0.413   0.399   0.395   0.393   0.393   0.393
 2015 188    28   362    97      0     32      0     8   130    90    0.00   0.0   0.0   0.00   0.414   0.408   0.407   0.407   0.398   0.397   0.397   0.397   0.397
 2015 189    29   364    98      0     32      2     8   130    90    0.00   0.0   0.0   0.00   0.416   0.412   0.406   0.412   0.402   0.399   0.397   0.397   0.397
 2015 190    30   358    93      0     35      2     8   130    90    0.00   0.0   0.0   0.00   0.399   0.400   0.394   0.405   0.399   0.397   0.396   0.396   0.396
 2015 191    31   374   109      0     35      2     9   150    90    0.00   0.0   0.0   0.00   0.428   0.418   0.423   0.438   0.438   0.411   0.399   0.395   0.393
 2015 192    32   365   100      0     41      2     9   150    90    0.00   0.0   0.0   0.00   0.405   0.402   0.405   0.422   0.423   0.405   0.396   0.396   0.396
 2015 193    33   359    93      0     44      2     9   150    90    0.01   0.0   0.0   0.00   0.389   0.392   0.392   0.411   0.413   0.401   0.396   0.396   0.396
 2015 194    34   363    97      0     44      2    10   158    90    0.01   0.0   0.0   0.00   0.427   0.407   0.390   0.408   0.410   0.402   0.396   0.393   0.393
 2015 195    35   357    91      0     46      2    10   158    90    0.01   0.0   0.0   0.00   0.403   0.393   0.382   0.402   0.404   0.398   0.396   0.396   0.396
 2015 196    36   353    87      0     47      2    10   158    90    0.01   0.0   0.0   0.00   0.383   0.385   0.378   0.397   0.399   0.396   0.396   0.396   0.396
 2015 197    37   357    92      0     47      2    11   166    90    0.01   0.0   0.0   0.00   0.428   0.398   0.379   0.396   0.397   0.394   0.394   0.394   0.394
 2015 198    38   354    88      0     47      2    11   166    90    0.02   0.0   0.0   0.00   0.400   0.387   0.376   0.395   0.396   0.396   0.396   0.396   0.394
 2015 199    39   350    85      0     47      2    11   166    90    0.02   0.0   0.0   0.00   0.381   0.383   0.376   0.395   0.394   0.394   0.394   0.394   0.392
 2015 200    40   347    81      0     47      2    11   166    90    0.02   0.0   0.0   0.00   0.370   0.378   0.372   0.392   0.391   0.392   0.392   0.392   0.390
 2015 201    41   351    86      0     47      2    12   174    90    0.02   0.0   0.0   0.00   0.421   0.388   0.369   0.388   0.389   0.390   0.390   0.390   0.388
 2015 202    42   348    83      0     47      2    12   174    90    0.03   0.0   0.0   0.00   0.395   0.383   0.377   0.389   0.387   0.388   0.388   0.388   0.386
 2015 203    43   344    79      0     47      2    12   174    90    0.03   0.0   0.0   0.00   0.373   0.381   0.373   0.386   0.385   0.386   0.386   0.386   0.384
 2015 204    44   358    92      0     47      2    13   191    90    0.03   0.0   0.0   0.00   0.427   0.417   0.413   0.398   0.384   0.385   0.385   0.385   0.383
 2015 205    45   354    88      0     47      2    13   191    90    0.03   0.0   0.0   0.00   0.401   0.399   0.396   0.395   0.396   0.396   0.389   0.383   0.381
 2015 206    46   350    85      0     47      2    13   191    90    0.03   0.0   0.0   0.00   0.383   0.389   0.385   0.395   0.396   0.396   0.396   0.381   0.379
 2015 207    47   346    81      0     47      2    13   191    90    0.04   0.0   0.0   0.00   0.371   0.382   0.377   0.395   0.395   0.394   0.394   0.379   0.377
 2015 208    48   354    89      0     47      2    14   203    90    0.03   0.0   0.0   0.00   0.427   0.412   0.381   0.394   0.392   0.392   0.392   0.377   0.375
 2015 209    49   352    86      0     47      2    14   203    90    0.03   0.0   0.0   0.00   0.404   0.398   0.378   0.396   0.397   0.397   0.397   0.378   0.374
 2015 210    50   348    82      0     47      2    14   203    90    0.03   0.0   0.0   0.00   0.382   0.387   0.375   0.395   0.396   0.396   0.396   0.380   0.372
 2015 211    51   344    78      0     47      2    14   203    90    0.03   0.0   0.0   0.00   0.367   0.379   0.371   0.391   0.393   0.394   0.394   0.378   0.370
 2015 212    52   360    94      0     47      2    15   223    90    0.03   0.0   0.0   0.00   0.427   0.416   0.423   0.408   0.396   0.392   0.392   0.376   0.368
 2015 213    53   356    90      0     47      2    15   223    90    0.03   0.0   0.0   0.00   0.402   0.399   0.403   0.401   0.396   0.396   0.396   0.396   0.370
 2015 214    54   352    86      0     47      2    15   223    90    0.03   0.0   0.0   0.00   0.382   0.388   0.388   0.397   0.396   0.396   0.396   0.396   0.379
 2015 215    55   348    82      0     47      2    15   223    90    0.03   0.0   0.0   0.00   0.370   0.381   0.379   0.395   0.396   0.394   0.394   0.394   0.377
 2015 216    56   364    98      0     47      2    16   243    90    0.04   0.0   0.0   0.00   0.427   0.416   0.421   0.419   0.401   0.395   0.392   0.392   0.375
 2015 217    57   359    93      0     47      2    16   243    90    0.03   0.0   0.0   0.00   0.401   0.398   0.401   0.408   0.398   0.396   0.396   0.396   0.396
 2015 218    58   353    88      0     48      2    16   243    90    0.04   0.0   0.0   0.00   0.381   0.387   0.386   0.401   0.395   0.396   0.396   0.396   0.396
 2015 219    59   349    83      0     48      2    16   243    90    0.04   0.0   0.0   0.00   0.368   0.379   0.376   0.396   0.395   0.395   0.393   0.393   0.393
 2015 220    60   365    99      0     48      2    17   263    90    0.04   0.0   0.0   0.00   0.428   0.417   0.422   0.415   0.399   0.394   0.391   0.391   0.391
 2015 221    61   358    92      0     50      2    17   263    90    0.04   0.0   0.0   0.00   0.399   0.396   0.400   0.405   0.396   0.395   0.395   0.395   0.395
 2015 222    62   352    86      0     50      2    17   263    90    0.04   0.0   0.0   0.00   0.377   0.384   0.383   0.398   0.394   0.395   0.395   0.395   0.395
 2015 223    63   368   103      0     50      2    18   283    90    0.03   0.0   0.0   0.00   0.430   0.419   0.424   0.432   0.405   0.397   0.393   0.393   0.393
 2015 224    64   360    95      0     53      2    18   283    90    0.03   0.0   0.0   0.00   0.403   0.400   0.403   0.417   0.400   0.395   0.395   0.395   0.395
 2015 225    65   355    89      0     55      2    18   283    90    0.03   0.0   0.0   0.00   0.384   0.389   0.388   0.406   0.397   0.395   0.395   0.395   0.395
 2015 226    66   351    85      0     55      2    18   283    90    0.03   0.0   0.0   0.00   0.372   0.382   0.379   0.400   0.395   0.396   0.396   0.394   0.393
 2015 227    67   366   100      0     55      2    19   303    90    0.03   0.0   0.0   0.00   0.428   0.416   0.421   0.424   0.402   0.396   0.392   0.390   0.390
 2015 228    68   360    94      0     57      2    19   303    90    0.05   0.0   0.0   0.00   0.405   0.401   0.403   0.412   0.398   0.395   0.395   0.395   0.395
 2015 229    69   354    89      0     58      2    19   303    90    0.06   0.0   0.0   0.00   0.388   0.390   0.390   0.403   0.394   0.395   0.395   0.395   0.395
 2015 230    70   370   105      0     58      2    20   323    90    0.06   0.0   0.0   0.00   0.429   0.419   0.423   0.437   0.419   0.400   0.393   0.391   0.391
 2015 231    71   363    97      0     62      2    20   323    90    0.06   0.0   0.0   0.00   0.407   0.403   0.405   0.421   0.409   0.396   0.395   0.395   0.395
 2015 232    72   357    92      0     64      2    20   323    90    0.05   0.0   0.0   0.00   0.393   0.394   0.393   0.410   0.402   0.395   0.395   0.395   0.395
 2015 233    73   353    88      0     64      2    20   323    90    0.05   0.0   0.0   0.00   0.383   0.387   0.385   0.403   0.398   0.395   0.395   0.395   0.395
 2015 234    74   370   104      0     64      2    21   343    90    0.04   0.0   0.0   0.00   0.433   0.420   0.425   0.437   0.412   0.397   0.392   0.391   0.391

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2016 131     0   329   106      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.391   0.375   0.356   0.362   0.362   0.362   0.362   0.362   0.362
 2016 132     1   346   123      0      0      0     1    20    45    0.00   0.0   0.0   0.00   0.468   0.430   0.395   0.372   0.363   0.360   0.359   0.359   0.359
 2016 133     2   339   115      0      4      0     1    20    90    0.00   0.0   0.0   0.00   0.441   0.409   0.380   0.365   0.359   0.359   0.359   0.359   0.359
 2016 134     3   340   116      0      4      4     1    20    90    0.00   0.0   0.0   0.03   0.451   0.412   0.382   0.370   0.361   0.356   0.356   0.356   0.356
 2016 135     4   336   112      0      6      4     1    20    90    0.00   0.0   0.0   0.00   0.429   0.397   0.371   0.364   0.359   0.359   0.359   0.359   0.359
 2016 136     5   333   109      0      6      4     1    20    90    0.00   0.0   0.0   0.00   0.416   0.389   0.364   0.362   0.360   0.360   0.360   0.360   0.360
 2016 137     6   360   136      1      6     14     2    40    90    0.00   0.0   0.0   0.85   0.469   0.429   0.427   0.422   0.404   0.371   0.361   0.358   0.357
 2016 138     7   357   133      1      6     15     2    40    90    0.00   0.0   0.0   0.00   0.446   0.424   0.417   0.420   0.406   0.379   0.365   0.357   0.354
 2016 139     8   346   123      1     14     15     2    40    90    0.00   0.0   0.0   0.00   0.426   0.406   0.395   0.399   0.389   0.371   0.361   0.359   0.359
 2016 140     9   339   115      1     18     15     2    40    90    0.00   0.0   0.0   0.00   0.411   0.392   0.380   0.384   0.378   0.365   0.359   0.359   0.359
 2016 141    10   355   132      1     18     15     3    60    90    0.00   0.0   0.0   0.00   0.467   0.429   0.426   0.407   0.384   0.369   0.360   0.356   0.356
 2016 142    11   346   122      1     25     15     3    60    90    0.00   0.0   0.0   0.00   0.440   0.409   0.401   0.390   0.375   0.364   0.359   0.359   0.359
 2016 143    12   338   114      1     29     15     3    60    90    0.00   0.0   0.0   0.00   0.421   0.394   0.384   0.378   0.367   0.360   0.359   0.359   0.359
 2016 144    13   334   110      1     31     15     3    60    90    0.00   0.0   0.0   0.00   0.409   0.386   0.373   0.371   0.364   0.360   0.360   0.360   0.360
 2016 145    14   341   117      1     31     15     4    70    90    0.00   0.0   0.0   0.00   0.467   0.403   0.374   0.372   0.364   0.359   0.357   0.357   0.357
 2016 146    15   335   112      1     33     15     4    70    90    0.00   0.0   0.0   0.00   0.438   0.390   0.364   0.365   0.361   0.359   0.359   0.359   0.359
 2016 147    16   331   108      1     34     15     4    70    90    0.00   0.0   0.0   0.00   0.419   0.381   0.358   0.361   0.359   0.359   0.359   0.359   0.359
 2016 148    17   338   114      1     34     15     5    80    90    0.00   0.0   0.0   0.00   0.465   0.406   0.364   0.362   0.357   0.356   0.356   0.356   0.356
 2016 149    18   334   110      1     34     15     5    80    90    0.00   0.0   0.0   0.00   0.436   0.391   0.357   0.358   0.359   0.359   0.359   0.359   0.359
 2016 150    19   330   107      1     34     15     5    80    90    0.00   0.0   0.0   0.00   0.417   0.381   0.353   0.359   0.359   0.359   0.359   0.359   0.358
 2016 151    20   337   113      1     34     15     6    90    90    0.00   0.0   0.0   0.00   0.465   0.405   0.360   0.359   0.356   0.356   0.356   0.356   0.355
 2016 152    21   333   109      1     34     15     6    90    90    0.00   0.0   0.0   0.00   0.436   0.390   0.354   0.358   0.359   0.359   0.359   0.359   0.356
 2016 153    22   339   115      1     34     15     7   100    90    0.00   0.0   0.0   0.00   0.465   0.424   0.366   0.361   0.356   0.356   0.356   0.356   0.353
 2016 154    23   336   112      1     35     15     7   100    90    0.00   0.0   0.0   0.00   0.438   0.404   0.360   0.360   0.360   0.360   0.360   0.360   0.360
 2016 155    24   339   115      1     35     15     8   106    90    0.00   0.0   0.0   0.00   0.463   0.410   0.367   0.362   0.359   0.358   0.358   0.358   0.358
 2016 156    25   335   111      1     36     15     8   106    90    0.00   0.0   0.0   0.00   0.434   0.394   0.359   0.359   0.360   0.360   0.360   0.360   0.360
 2016 157    26   330   107      1     37     15     8   106    90    0.00   0.0   0.0   0.00   0.413   0.381   0.354   0.358   0.359   0.360   0.360   0.360   0.360
 2016 158    27   326   103      1     37     15     8   106    90    0.00   0.0   0.0   0.00   0.398   0.371   0.350   0.358   0.359   0.357   0.357   0.357   0.357
 2016 159    28   333   110      1     37     15     9   116    90    0.00   0.0   0.0   0.00   0.461   0.387   0.353   0.355   0.357   0.355   0.355   0.355   0.355
 2016 160    29   331   107      1     37     15     9   116    90    0.00   0.0   0.0   0.00   0.433   0.377   0.351   0.359   0.360   0.360   0.357   0.354   0.354
 2016 161    30   337   113      1     37     15    10   126    90    0.01   0.0   0.0   0.00   0.464   0.412   0.361   0.360   0.358   0.359   0.355   0.352   0.352
 2016 162    31   334   110      1     37     15    10   126    90    0.01   0.0   0.0   0.00   0.434   0.394   0.354   0.359   0.360   0.360   0.360   0.360   0.359
 2016 163    32   331   107      1     37     15    10   126    90    0.01   0.0   0.0   0.00   0.413   0.382   0.351   0.359   0.360   0.361   0.361   0.361   0.361
 2016 164    33   328   104      1     37     15    10   126    90    0.02   0.0   0.0   0.00   0.399   0.374   0.351   0.359   0.358   0.359   0.359   0.359   0.359
 2016 165    34   324   101      1     37     15    10   126    90    0.02   0.0   0.0   0.00   0.388   0.367   0.347   0.356   0.356   0.358   0.358   0.358   0.358
 2016 166    35   322    98      1     37     15    10   126    90    0.02   0.0   0.0   0.00   0.373   0.361   0.342   0.354   0.356   0.358   0.358   0.358   0.358
 2016 167    36   329   105      1     37     15    11   136    90    0.03   0.0   0.0   0.00   0.444   0.373   0.339   0.350   0.354   0.356   0.356   0.356   0.356
 2016 168    37   331   107      1     37     15    12   142    90    0.03   0.0   0.0   0.00   0.462   0.388   0.342   0.347   0.352   0.355   0.355   0.355   0.355
 2016 169    38   327   104      1     37     15    12   142    90    0.03   0.0   0.0   0.00   0.431   0.376   0.350   0.354   0.349   0.354   0.354   0.354   0.354
 2016 170    39   334   110      1     37     15    13   152    90    0.03   0.0   0.0   0.00   0.462   0.408   0.358   0.354   0.347   0.352   0.352   0.352   0.352
 2016 171    40   330   107      1     37     15    13   152    90    0.03   0.0   0.0   0.00   0.431   0.390   0.352   0.359   0.360   0.359   0.351   0.351   0.351
 2016 172    41   327   103      1     37     15    13   152    90    0.03   0.0   0.0   0.00   0.410   0.378   0.350   0.359   0.360   0.361   0.354   0.350   0.350
 2016 173    42   330   107      1     37     15    14   158    90    0.03   0.0   0.0   0.00   0.441   0.386   0.353   0.356   0.358   0.360   0.353   0.349   0.349
 2016 174    43   328   104      1     37     15    14   158    90    0.03   0.0   0.0   0.00   0.418   0.376   0.351   0.359   0.360   0.361   0.355   0.348   0.348
 2016 175    44   335   111      1     37     15    15   168    90    0.03   0.0   0.0   0.00   0.464   0.401   0.357   0.359   0.359   0.360   0.354   0.347   0.347
 2016 176    45   331   108      1     37     15    15   168    90    0.03   0.0   0.0   0.00   0.433   0.386   0.351   0.358   0.360   0.361   0.361   0.359   0.346
 2016 177    46   338   114      1     37     15    16   178    90    0.03   0.0   0.0   0.00   0.462   0.417   0.362   0.360   0.358   0.359   0.359   0.358   0.344
 2016 178    47   334   110      1     38     15    16   178    90    0.03   0.0   0.0   0.00   0.431   0.396   0.354   0.358   0.360   0.361   0.361   0.361   0.361
 2016 179    48   330   106      1     38     15    16   178    90    0.03   0.0   0.0   0.00   0.409   0.382   0.350   0.358   0.360   0.361   0.361   0.361   0.361
