*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 141    16    15    2.7      0  0.204     56     17      0     25     74     74      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  362.0   0.12   0.08    4.1   0.46    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       6
 2015 142    17    16    3.0      0  0.244     66     20      0     26     86     86      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.69   0.00   0.00      0      0  368.0   0.13   0.09    4.8   0.48    0.09    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        2       6
 2015 143    18    17    3.3      0  0.295     77     24      0     28    101    101      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  381.0   0.13   0.10    4.8   0.50    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        3       7
 2015 144    19    18    3.5      0  0.338     90     27      0     32    117    117      0     0.0  0.000      0      0  0.000  0.151  0.000  0.000  0.000  0.000  0.000    3.79   0.00   0.00      0      0  376.8   0.14   0.11    4.8   0.52    0.11    0.10    0.06    0.01    0.00    0.00    0.00    0.00    0.00        3       7
 2015 145    20    19    3.7      0  0.355     97     29      0     40    126    126      0     0.0  0.000      0      0  0.163  0.442  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  365.7   0.15   0.12    4.7   0.52    0.14    0.12    0.08    0.02    0.01    0.00    0.00    0.00    0.00        3       8
 2015 146    21    20    3.8      0  0.362    101     30      0     48    132    132      0     0.0  0.000      0      0  0.373  0.582  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  357.4   0.15   0.12    4.6   0.52    0.16    0.14    0.09    0.03    0.01    0.00    0.00    0.00    0.00        3       9
 2015 147    22    21    4.0      0  0.385    111     33      0     58    143    143      0     0.0  0.000      0      0  0.093  0.396  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  347.8   0.15   0.13    5.1   0.52    0.19    0.16    0.11    0.04    0.01    0.00    0.00    0.00    0.00        4      10
 2015 148    23    22    4.2      0  0.444    128     37      0     59    165    165      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  347.4   0.16   0.14    5.1   0.52    0.20    0.17    0.11    0.04    0.01    0.00    0.00    0.00    0.00        4      11
 2015 149    24    23    4.4      0  0.489    143     41      0     60    184    184      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.73   0.00   0.00      0      0  342.9   0.17   0.15    6.0   0.52    0.20    0.17    0.11    0.04    0.01    0.00    0.00    0.00    0.00        9      12
 2015 150    25    24    4.6      0  0.528    156     45      0     61    200    200      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  338.9   0.18   0.16    5.9   0.52    0.20    0.17    0.12    0.04    0.01    0.00    0.00    0.00    0.00       19      13
 2015 151    26    25    4.9      0  0.603    179     51      0     62    229    229      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  337.5   0.19   0.18    5.9   0.52    0.21    0.17    0.12    0.05    0.01    0.00    0.00    0.00    0.00       22      14
 2015 152    27    26    5.1      0  0.669    199     62      0     68    261    261      0     0.0  0.000      0      0  0.000  0.072  0.000  0.000  0.000  0.000  0.000    3.77   0.00   0.00      0      0  335.8   0.20   0.19    6.9   0.52    0.23    0.19    0.13    0.05    0.02    0.00    0.00    0.00    0.00       24      15
 2015 153    28    27    5.4      0  0.777    227     76      0     71    303    303      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.79   0.00   0.00      0      0  342.2   0.21   0.21    7.1   0.52    0.24    0.20    0.14    0.06    0.02    0.00    0.00    0.00    0.00       24      17
 2015 154    29    28    5.6      0  0.894    257     92      0     75    349    349      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  348.2   0.23   0.23    7.2   0.52    0.25    0.21    0.14    0.06    0.02    0.00    0.00    0.00    0.00       24      18
 2015 155    30    29    5.8      0  0.934    275    101      0     96    376    376      0     0.0  0.000      0      0  0.081  0.387  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  340.0   0.24   0.24    7.4   0.52    0.32    0.26    0.19    0.08    0.03    0.00    0.00    0.00    0.00       24      20
 2015 156    31    30    5.9      0  0.953    287    109      0    120    396    396      0     0.0  0.000      0      0  0.196  0.464  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  332.2   0.25   0.24    8.0   0.52    0.39    0.32    0.23    0.10    0.03    0.00    0.00    0.00    0.00       27      21
 2015 157    32    31    6.2      0  1.086    323    128      0    124    450    450      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  336.4   0.26   0.25    8.2   0.52    0.41    0.33    0.24    0.11    0.03    0.00    0.00    0.00    0.00       27      24
 2015 158    33    32    6.4      0  1.217    357    148      0    129    505    505      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.00      0      0  341.2   0.28   0.27    8.5   0.52    0.42    0.35    0.25    0.11    0.04    0.00    0.00    0.00    0.00       36      26
 2015 159    34    33    6.7      1  1.299    380    168      0    137    548    548      0     0.0  0.000      0      0  0.000  0.052  0.000  0.000  0.000  0.000  0.000    3.96   0.00   0.00      0      0  341.4   0.30   0.28    8.9   0.52    0.45    0.37    0.27    0.12    0.04    0.00    0.00    0.00    0.00       56      28
 2015 160    35    34    6.8      1  1.276    385    178      0    170    564    564      0     0.0  0.000      0      0  0.088  0.392  0.000  0.000  0.000  0.000  0.000    3.94   0.00   0.00      0      0  331.2   0.31   0.29    9.9   0.52    0.55    0.45    0.33    0.15    0.05    0.00    0.00    0.00    0.00       81      31
 2015 161    36    35    7.1      1  1.410    422    204      0    173    626    626      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.93   0.00   0.00      0      0  333.9   0.33   0.30   10.1   0.52    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00       81      34
 2015 162    37    36    7.3      3  1.506    456    233      0    178    689    689      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.99   0.00   0.00      0      0  330.5   0.35   0.32    9.7   0.52    0.58    0.47    0.35    0.16    0.05    0.00    0.00    0.00    0.00       97      38
 2015 163    38    37    7.6      3  1.575    480    266      0    184    746    749      0     0.0  0.000      3      8  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.93   0.00   0.00      0      3  328.1   0.37   0.34   11.4   0.52    0.60    0.49    0.36    0.17    0.05    0.00    0.00    0.00    0.00      126      41
 2015 164    39    38    7.9      3  1.602    496    290      0    188    786    801      0     0.0  0.000     15     33  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.02   0.00   0.02      0     15  322.9   0.40   0.35   10.9   0.52    0.61    0.50    0.36    0.17    0.06    0.00    0.00    0.00    0.00      153      45
 2015 165    40    39    8.1      3  1.648    520    317      0    191    837    871      0     0.0  0.000     35     54  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.07   0.00   0.04      0     35  317.1   0.42   0.37   10.5   0.52    0.62    0.51    0.37    0.17    0.06    0.00    0.00    0.00    0.00      166      49
 2015 166    41    40    8.4      3  1.687    540    344      0    194    884    947      0     0.0  0.000     63     76  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.12   0.00   0.07      0     63  312.1   0.44   0.38   10.1   0.52    0.63    0.51    0.38    0.18    0.06    0.00    0.00    0.00    0.00      178      53
 2015 167    42    41    8.6      5  1.679    553    375      0    194    928   1027      0     0.0  0.000     99    100  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.00   0.00   0.10      0     99  303.8   0.46   0.40   11.8   0.52    0.64    0.51    0.38    0.18    0.06    0.00    0.00    0.00    0.00      196      56
 2015 168    43    42    8.9      5  1.706    566    393      0    194    959   1105     33     0.0  0.000    146    128  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.00   0.00   0.13      0    146  301.2   0.49   0.41   11.3   0.52    0.64    0.51    0.38    0.18    0.06    0.00    0.00    0.00    0.00      200      60
 2015 169    44    43    9.2      5  1.728    577    405      3    193    981   1183    143     2.1  0.003    201    150  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.05   1.52   0.17      0    201  299.5   0.52   0.43   10.9   0.52    0.63    0.51    0.37    0.18    0.06    0.00    0.00    0.00    0.00      205      65
 2015 170    45    44    9.4      5  1.683    577    432     16    189   1009   1270    233     7.0  0.013    260    172  0.000  0.000  0.036  0.000  0.000  0.000  0.000    3.94   6.27   0.21      0    260  291.7   0.54   0.44   12.6   0.52    0.62    0.50    0.37    0.17    0.06    0.00    0.00    0.00    0.00      224      68
 2015 171    46    45    9.6      5  1.662    568    427     37    186    995   1333    326    11.2  0.027    338    201  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.91  10.85   0.25      0    338  292.4   0.56   0.45   12.6   0.52    0.61    0.49    0.36    0.17    0.06    0.00    0.00    0.00    0.00      233      71
 2015 172    47    46    9.8      5  1.638    559    422     66    183    980   1405    429    15.5  0.047    424    220  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88  15.64   0.30      0    424  293.3   0.58   0.45   12.6   0.52    0.60    0.49    0.36    0.17    0.06    0.00    0.00    0.00    0.00      244      74
 2015 173    48    47   10.0      5  1.615    549    416    104    180    965   1473    552    18.9  0.071    508    242  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85  20.54   0.34      0    508  294.1   0.60   0.45   12.6   0.52    0.59    0.48    0.35    0.17    0.05    0.00    0.00    0.00    0.00      256      77
 2015 174    49    48   10.0      5  1.588    554    446    155    176   1000   1563    641    24.1  0.099    563    260  0.000  0.000  0.099  0.000  0.000  0.000  0.000    3.71  27.49   0.36      0    563  286.5   0.62   0.45   14.1   0.52    0.58    0.47    0.34    0.16    0.05    0.00    0.00    0.00    0.00      271      80
 2015 175    50    49   10.0      5  1.561    543    439    212    173    982   1617    689    30.7  0.131    636    276  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.67  33.27   0.39      0    636  287.7   0.65   0.45   14.1   0.52    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      289      83
 2015 176    51    50   10.0      5  1.533    531    432    272    170    963   1683    709    38.3  0.161    720    270  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.63  37.73   0.43      0    720  288.8   0.67   0.45   13.8   0.52    0.56    0.45    0.33    0.16    0.05    0.00    0.00    0.00    0.00      304      86
 2015 177    52    51   10.0      5  1.506    528    444    333    167    972   1761    709    47.0  0.189    790    292  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54  42.16   0.45      0    790  285.5   0.69   0.45   15.2   0.52    0.55    0.45    0.33    0.16    0.05    0.00    0.00    0.00    0.00      312      89
 2015 178    53    52   10.0      5  1.479    516    437    393    165    952   1820    724    54.3  0.216    867    297  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.50  45.36   0.48      0    867  286.8   0.70   0.45   15.2   0.52    0.54    0.44    0.32    0.15    0.05    0.00    0.00    0.00    0.00      326      91
 2015 179    54    53   10.0      5  1.453    504    429    454    162    933   1872    758    59.9  0.243    939    299  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.46  48.40   0.50      0    939  288.1   0.70   0.45   15.2   0.52    0.54    0.43    0.32    0.15    0.05    0.00    0.00    0.00    0.00      344      93
 2015 180    55    54   10.0      5  1.424    492    421    521    159    913   1930    791    65.8  0.270   1017    302  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.41  51.25   0.53      0   1017  289.5   0.70   0.45   15.2   0.52    0.53    0.43    0.31    0.15    0.05    0.00    0.00    0.00    0.00      363      96
 2015 181    56    55   10.0      5  1.395    489    438    590    156    927   2000    815    72.3  0.295   1073    300  0.000  0.129  0.000  0.000  0.000  0.000  0.000    3.29  54.95   0.54      0   1073  285.0   0.70   0.45   16.2   0.52    0.52    0.42    0.31    0.15    0.05    0.00    0.00    0.00    0.00      381      99
 2015 182    57    56   10.0      5  1.365    477    430    661    153    907   2061    831    79.6  0.321   1153    282  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.23  57.30   0.56      0   1153  286.2   0.70   0.45   17.2   0.52    0.51    0.41    0.30    0.14    0.05    0.00    0.00    0.00    0.00      395     101
 2015 183    58    57   10.0      5  1.335    464    421    735    150    885   2118    854    86.1  0.347   1233    281  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.18  59.63   0.58      0   1233  288.0   0.70   0.45   17.2   0.52    0.50    0.41    0.30    0.14    0.05    0.00    0.00    0.00    0.00      412     104
 2015 184    59    58   10.0      5  1.307    458    429    811    148    887   2191    858    94.6  0.370   1304    273  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.07  62.19   0.60      0   1304  285.5   0.70   0.45   18.0   0.52    0.49    0.40    0.29    0.14    0.05    0.00    0.00    0.00    0.00      422     106
 2015 185    60    59   10.0      5  1.280    445    420    885    145    865   2246    876   101.1  0.394   1381    239  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.02  64.12   0.61      0   1381  287.4   0.70   0.45   18.0   0.52    0.49    0.39    0.29    0.14    0.04    0.00    0.00    0.00    0.00      437     109
 2015 186    61    60   10.0      5  1.255    434    411    959    142    845   2300    883   108.5  0.417   1455    222  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.97  65.88   0.63      0   1455  289.4   0.70   0.45   18.0   0.52    0.48    0.39    0.28    0.13    0.04    0.00    0.00    0.00    0.00      447     111
 2015 187    62    61   10.0      5  1.231    422    403   1033    140    825   2352    883   116.9  0.439   1527    226  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.91  67.63   0.65      0   1527  291.4   0.70   0.45   18.0   0.52    0.47    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00      454     113
 2015 188    63    62   10.0      5  1.207    411    395   1090    138    806   2386    883   123.4  0.457   1580    228  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.86  68.95   0.66      0   1580  293.4   0.70   0.45   17.5   0.52    0.46    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00      461     116
 2015 189    64    63   10.0      5  1.187    402    387   1121    136    789   2399    883   127.0  0.468   1609    213  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.82  69.69   0.67      0   1609  295.3   0.70   0.45   16.8   0.52    0.46    0.37    0.27    0.13    0.04    0.00    0.00    0.00    0.00      466     118
 2015 190    65    64   10.0      7  1.163    393    383   1195    134    775   2455    883   135.3  0.487   1679    199  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.74  71.13   0.68      0   1679  296.2   0.70   0.45   16.8   0.52    0.45    0.36    0.27    0.13    0.04    0.00    0.00    0.00    0.00      473     120
 2015 191    66    65   10.0      7  0.863    295    366   1258    131    661   2401    883   142.4  0.524   1740    199  0.022  0.348  0.110  0.000  0.000  0.000  0.000    2.57  72.29   0.72      0   1740  292.4   0.70   0.45   16.7   0.52    0.44    0.36    0.26    0.12    0.04    0.00    0.00    0.00    0.00      600     123
 2015 192    67    66   10.0      7  0.641    218    340   1323    129    559   2361    883   149.8  0.560   1802    197  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.44  73.42   0.76      0   1802  293.7   0.70   0.45   16.7   0.52    0.43    0.35    0.26    0.12    0.04    0.00    0.00    0.00    0.00      696     125
 2015 193    68    67   10.0      7  0.476    161    318   1372    126    479   2327    883   155.4  0.590   1848    193  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.34  74.24   0.79      0   1848  296.7   0.70   0.45   16.0   0.52    0.43    0.35    0.25    0.12    0.04    0.00    0.00    0.00    0.00      767     128
 2015 194    69    68   10.0      7  0.354    120    308   1405    124    428   2307    883   159.1  0.609   1879    190  0.000  0.000  0.160  0.000  0.000  0.000  0.000    2.22  74.78   0.81      0   1879  295.7   0.70   0.45   16.0   0.52    0.42    0.34    0.25    0.12    0.04    0.00    0.00    0.00    0.00      819     130
 2015 195    70    69   10.0      7  0.264     88    294   1434    122    383   2287    883   162.3  0.627   1905    190  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.13  75.27   0.83      0   1905  298.7   0.70   0.45   15.4   0.52    0.41    0.33    0.25    0.12    0.04    0.00    0.00    0.00    0.00      858     133
 2015 196    71    70   10.0      7  0.196     65    283   1455    120    348   2271    883   164.7  0.640   1923    190  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.05  75.64   0.85      0   1923  301.5   0.70   0.45   14.8   0.52    0.41    0.33    0.24    0.11    0.04    0.00    0.00    0.00    0.00      887     136
 2015 197    72    71   10.0      7  0.146     48    274   1470    118    322   2258    883   166.4  0.651   1936    190  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.98  75.92   0.86      0   1936  304.1   0.70   0.45   14.2   0.52    0.40    0.32    0.24    0.11    0.04    0.00    0.00    0.00    0.00      908     138
 2015 198    73    72   10.0      7  0.109     36    267   1481    116    302   2247    883   167.7  0.659   1945    190  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.92  76.14   0.87      0   1945  306.6   0.70   0.45   13.6   0.52    0.39    0.32    0.23    0.11    0.04    0.00    0.00    0.00    0.00      924     141
 2015 199    74    73   10.0      8  0.081     26    261   1488    114    287   2237    883   168.4  0.665   1950    190  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.88  76.29   0.87      0   1950  308.9   0.70   0.45   13.1   0.52    0.39    0.31    0.23    0.11    0.04    0.00    0.00    0.00    0.00      935     143

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 148     1     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 149     2     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 150     3     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 151     4     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 152     5     4    0.2      0  0.028     13      6      0     18     19     19      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  216.3   0.04   0.03    4.5   0.27    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 153     6     5    0.4      0  0.036     15      6      0     19     21     21      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  239.2   0.05   0.03    4.4   0.29    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 154     7     6    0.7      0  0.045     17      6      0     19     24     24      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  260.3   0.06   0.03    4.2   0.31    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 155     8     7    0.9      0  0.055     20      7      0     20     27     27      0     0.0  0.000      0      0  0.000  0.125  0.037  0.000  0.000  0.000  0.003    3.80   0.00   0.00      0      0  268.5   0.07   0.04    4.2   0.32    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 156     9     8    1.2      0  0.066     23      7      0     21     31     31      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  280.9   0.07   0.04    4.1   0.34    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 157    10     9    1.4      0  0.078     27      8      0     22     35     35      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  291.6   0.08   0.05    4.1   0.36    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 158    11    10    1.7      0  0.090     30     10      0     23     40     40      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  300.9   0.09   0.06    4.1   0.38    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 159    12    11    1.9      0  0.108     35     11      0     23     46     46      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  310.1   0.10   0.06    4.0   0.40    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2015 160    13    12    2.1      0  0.116     38     12      0     27     51     51      0     0.0  0.000      0      0  0.033  0.355  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  301.3   0.10   0.06    4.0   0.41    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        0       4
 2015 161    14    13    2.3      0  0.141     44     14      0     27     58     58      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  317.2   0.10   0.07    4.0   0.43    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        0       5
 2015 162    15    14    2.6      0  0.170     52     16      0     28     68     68      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  326.2   0.11   0.07    3.9   0.45    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        0       6
 2015 163    16    15    2.9      0  0.208     61     18      0     29     79     79      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  339.4   0.12   0.08    3.9   0.47    0.10    0.09    0.06    0.01    0.00    0.00    0.00    0.00    0.00        0       6
 2015 164    17    16    3.0      0  0.219     66     19      0     34     86     86      0     0.0  0.000      0      0  0.102  0.401  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  329.8   0.12   0.09    3.8   0.49    0.12    0.11    0.07    0.02    0.00    0.00    0.00    0.00    0.00        1       7
 2015 165    18    17    3.1      0  0.224     70     20      0     41     90     90      0     0.0  0.000      0      0  0.259  0.506  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  320.2   0.12   0.09    3.9   0.51    0.14    0.12    0.08    0.02    0.00    0.00    0.00    0.00    0.00        1       8
 2015 166    19    18    3.4      0  0.270     82     23      0     41    105    105      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  329.2   0.13   0.09    3.9   0.51    0.14    0.12    0.08    0.02    0.01    0.00    0.00    0.00    0.00        1       8
 2015 167    20    19    3.7      0  0.324     96     27      0     42    123    123      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  338.3   0.14   0.11    3.9   0.51    0.14    0.13    0.08    0.03    0.01    0.00    0.00    0.00    0.00        1       9
 2015 168    21    20    3.9      0  0.388    110     31      0     43    141    141      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  352.1   0.15   0.12    3.9   0.51    0.15    0.13    0.08    0.03    0.01    0.00    0.00    0.00    0.00        3      10
 2015 169    22    21    4.2      0  0.435    123     34      0     46    157    157      0     0.0  0.000      0      0  0.000  0.096  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  353.7   0.15   0.14    3.9   0.51    0.16    0.14    0.09    0.03    0.01    0.00    0.00    0.00    0.00        9      11
 2015 170    23    22    4.3      0  0.467    135     37      0     56    173    173      0     0.0  0.000      0      0  0.025  0.350  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  344.6   0.16   0.15    3.9   0.51    0.19    0.16    0.11    0.04    0.01    0.00    0.00    0.00    0.00        9      12
 2015 171    24    23    4.4      0  0.474    140     39      0     65    179    179      0     0.0  0.000      0      0  0.362  0.575  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  337.8   0.16   0.15    3.8   0.51    0.22    0.18    0.13    0.05    0.01    0.00    0.00    0.00    0.00        9      13
 2015 172    25    24    4.5      0  0.480    144     40      0     74    184    184      0     0.0  0.000      0      0  0.453  0.636  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  332.1   0.16   0.15    3.7   0.51    0.25    0.21    0.14    0.06    0.02    0.00    0.00    0.00    0.00        9      14
 2015 173    26    25    4.6      0  0.496    153     42      0     85    195    195      0     0.0  0.000      0      0  0.175  0.450  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  323.3   0.17   0.16    3.7   0.51    0.28    0.23    0.16    0.07    0.02    0.00    0.00    0.00    0.00       10      15
 2015 174    27    26    4.9      0  0.586    178     47      0     86    225    225      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  329.5   0.17   0.16    3.8   0.51    0.28    0.24    0.17    0.07    0.02    0.00    0.00    0.00    0.00       11      17
 2015 175    28    27    5.1      0  0.639    190     54      0     88    245    245      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  335.4   0.18   0.18    4.0   0.51    0.29    0.24    0.17    0.07    0.02    0.00    0.00    0.00    0.00       23      18
