*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2015 237    77    0.0   11.6   12.4   17.0   34.0   0.32   34.0   16.1   24.6   28.1   16.1   24.6   28.1   86.4  401.2   0.00   0.00
 2015 238    78    0.0   11.6   12.4   14.3   28.6   0.43   33.1   17.2   24.7   27.8   17.2   24.7   27.8   86.4  401.2   0.00   0.00
 2015 239    79    3.2   11.6   12.4   15.8   31.6   0.37   29.7   16.7   22.9   25.4   16.7   22.9   25.4   86.4  401.2   0.00   0.00
 2015 240    80    0.0   11.6   12.5    7.1   14.2   0.72   25.8   15.5   20.4   22.4   15.5   20.4   22.4   86.4  401.2   0.00   0.00
 2015 241    81    0.0   11.6   12.5   18.2   36.4   0.29   32.7   19.1   25.5   28.2   19.1   25.5   28.2   86.4  401.2   0.00   0.00
 2015 242    82    0.0   11.7   12.5   20.5   41.0   0.20   32.5   19.4   25.6   28.2   19.4   25.6   28.2   86.4  401.2   0.00   0.00
 2015 243    83    0.0   11.7   12.5   21.0   42.0   0.18   33.0   20.6   26.5   28.9   20.6   26.5   28.9   86.4  401.2   0.00   0.00
 2015 244    84    0.0   11.7   12.5   21.7   43.4   0.16   32.9   18.7   25.4   28.2   18.7   25.4   28.2   86.4  401.2   0.00   0.00
 2015 245    85    0.0   11.7   12.5   21.3   42.6   0.18   34.8   18.6   26.3   29.5   18.6   26.3   29.5   86.4  401.2   0.00   0.00
 2015 246    86    0.0   11.7   12.5   21.0   42.0   0.19   33.7   17.4   25.1   28.4   17.4   25.1   28.4   86.4  401.2   0.00   0.00
 2015 247    87    0.0   11.7   12.6   19.7   39.4   0.25   34.2   16.2   24.7   28.3   16.2   24.7   28.3   86.4  401.2   0.00   0.00
 2015 248    88    0.0   11.8   12.6   18.1   36.2   0.31   34.4   18.8   26.2   29.3   18.8   26.2   29.3   86.4  401.2   0.00   0.00
 2015 249    89    0.0   11.8   12.6   15.8   31.6   0.40   34.8   18.2   26.1   29.4   18.2   26.1   29.4   86.4  401.2   0.00   0.00
 2015 250    90    0.0   11.8   12.6   15.2   30.4   0.42   33.6   18.1   25.5   28.6   18.1   25.5   28.6   86.4  401.2   0.00   0.00
 2015 251    91    0.0   11.8   12.6   14.7   29.4   0.45   31.6   16.3   23.6   26.6   16.3   23.6   26.6   86.4  401.2   0.00   0.00
 2015 252    92   16.0   11.8   12.6    4.2    8.4   0.84   25.8   16.4   20.9   22.7   16.4   20.9   22.7   86.4  401.2   0.00   0.00
 2015 253    93    0.0   11.8   12.6   14.9   29.8   0.44   32.7   19.6   25.8   28.5   19.6   25.8   28.5   86.4  401.2   0.00   0.00

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2016 132     1    0.0   11.3   12.2   16.1   32.2   0.29   30.7   17.1   23.5   26.1   17.1   23.5   26.1   86.4  403.7   0.00   0.00
 2016 133     2    0.0   11.3   12.1   16.3   32.6   0.27   31.3   16.7   23.5   26.3   16.7   23.5   26.3   86.4  403.7   0.00   0.00
 2016 134     3    3.8   11.2   12.1   14.6   29.2   0.35   31.2   18.7   24.6   27.0   18.7   24.6   27.0   86.4  403.7   0.00   0.00
 2016 135     4    0.0   11.2   12.1   14.8   29.6   0.34   31.0   19.2   24.7   27.0   19.2   24.7   27.0   86.4  403.7   0.00   0.00
 2016 136     5    0.0   11.2   12.1    6.1   12.2   0.73   27.7   21.1   24.2   25.5   21.1   24.2   25.5   86.4  403.9   0.00   0.00
 2016 137     6   10.6   11.2   12.1   11.3   22.6   0.49   29.4   19.2   24.0   25.9   19.2   24.0   25.9   86.4  403.9   0.00   0.00
 2016 138     7    0.4   11.2   12.1   14.3   28.6   0.35   29.2   18.0   23.2   25.4   18.0   23.2   25.4   86.4  403.9   0.00   0.00
 2016 139     8    0.0   11.2   12.1   11.8   23.6   0.46   28.7   18.7   23.4   25.3   18.7   23.4   25.3   86.4  403.9   0.00   0.00
 2016 140     9    0.0   11.2   12.1   14.9   29.8   0.32   31.4   18.1   24.3   26.9   18.1   24.3   26.9   86.4  403.9   0.00   0.00
 2016 141    10    0.0   11.2   12.1   13.1   26.2   0.40   30.2   19.9   24.7   26.7   19.9   24.7   26.7   86.4  403.9   0.00   0.00
 2016 142    11    0.0   11.2   12.1   11.1   22.2   0.49   30.0   18.0   23.6   25.9   18.0   23.6   25.9   86.4  403.9   0.00   0.00
 2016 143    12    0.0   11.2   12.1   13.6   27.2   0.37   29.3   19.0   23.8   25.8   19.0   23.8   25.8   86.4  403.9   0.00   0.00
 2016 144    13    0.0   11.1   12.0    8.4   16.8   0.61   25.0   17.2   20.8   22.3   17.2   20.8   22.3   86.4  403.9   0.00   0.00
 2016 145    14    0.0   11.1   12.0   14.2   28.4   0.34   28.4   15.4   21.5   23.9   15.4   21.5   23.9   86.4  403.9   0.00   0.00
 2016 146    15    0.0   11.1   12.0   13.9   27.8   0.35   29.8   16.0   22.4   25.1   16.0   22.4   25.1   86.4  403.9   0.00   0.00
 2016 147    16    0.0   11.1   12.0   12.0   24.0   0.44   29.4   18.6   23.6   25.7   18.6   23.6   25.7   86.4  403.9   0.00   0.00
 2016 148    17    0.0   11.1   12.0   15.0   30.0   0.30   29.4   15.1   21.8   24.5   15.1   21.8   24.5   86.4  403.9   0.00   0.00
 2016 149    18    0.0   11.1   12.0   14.1   28.2   0.34   30.0   17.6   23.4   25.7   17.6   23.4   25.7   86.4  403.9   0.00   0.00
 2016 150    19    0.0   11.1   12.0   12.6   25.2   0.41   28.4   16.6   22.1   24.3   16.6   22.1   24.3   86.4  403.9   0.00   0.00
 2016 151    20    0.0   11.1   12.0   14.9   29.8   0.30   29.7   15.3   22.0   24.7   15.3   22.0   24.7   86.4  403.9   0.00   0.00
 2016 152    21    0.0   11.1   12.0   14.5   29.0   0.31   30.5   16.5   23.0   25.7   16.5   23.0   25.7   86.4  403.9   0.00   0.00
 2016 153    22    0.0   11.1   12.0   14.3   28.6   0.32   31.6   16.9   23.8   26.5   16.9   23.8   26.5   86.4  403.9   0.00   0.00
 2016 154    23    0.0   11.1   12.0   10.2   20.4   0.51   30.2   15.9   22.6   25.3   15.9   22.6   25.3   86.4  403.9   0.00   0.00
 2016 155    24    0.0   11.1   12.0   11.6   23.2   0.45   29.6   15.1   21.9   24.6   15.1   21.9   24.6   86.4  403.9   0.00   0.00
 2016 156    25    0.0   11.1   12.0   12.2   24.4   0.42   30.0   17.8   23.5   25.8   17.8   23.5   25.8   86.4  403.9   0.00   0.00
 2016 157    26    0.0   11.1   12.0   14.3   28.6   0.31   31.7   18.3   24.5   27.1   18.3   24.5   27.1   86.4  403.9   0.00   0.00
 2016 158    27    0.0   11.0   12.0   15.8   31.6   0.24   32.0   16.4   23.7   26.6   16.4   23.7   26.6   86.4  403.9   0.00   0.00
 2016 159    28    0.0   11.0   12.0   12.4   24.8   0.40   29.1   18.4   23.4   25.4   18.4   23.4   25.4   86.4  403.9   0.00   0.00
 2016 160    29    0.0   11.0   12.0   12.1   24.2   0.42   27.7   17.5   22.3   24.2   17.5   22.3   24.2   86.4  403.9   0.00   0.00
 2016 161    30    0.0   11.0   11.9   14.6   29.2   0.30   26.8   14.1   20.0   22.4   14.1   20.0   22.4   86.4  403.9   0.00   0.00
 2016 162    31    0.0   11.0   11.9   12.8   25.6   0.38   29.0   19.3   23.8   25.6   19.3   23.8   25.6   86.4  403.9   0.00   0.00
 2016 163    32    0.0   11.0   11.9   14.0   28.0   0.32   25.7   15.1   20.0   22.0   15.1   20.0   22.0   86.4  403.9   0.00   0.00
 2016 164    33    0.0   11.0   11.9   12.8   25.6   0.38   24.7   12.4   18.1   20.4   12.4   18.1   20.4   86.4  403.9   0.00   0.00
 2016 165    34    0.0   11.0   11.9   15.5   31.0   0.25   28.3   10.5   18.8   22.1   10.5   18.8   22.1   86.4  403.9   0.00   0.00
 2016 166    35    0.0   11.0   11.9   12.3   24.6   0.40   28.0   14.4   20.7   23.3   14.4   20.7   23.3   86.4  403.9   0.00   0.00
 2016 167    36    0.0   11.0   11.9   13.7   27.4   0.33   28.0   16.2   21.7   23.9   16.2   21.7   23.9   86.4  404.2   0.00   0.00
 2016 168    37    0.0   11.0   11.9   15.6   31.2   0.24   27.9   14.7   20.8   23.3   14.7   20.8   23.3   86.4  404.2   0.00   0.00
 2016 169    38    0.0   11.0   11.9   16.0   32.0   0.22   28.7   13.4   20.5   23.4   13.4   20.5   23.4   86.4  404.2   0.00   0.00
 2016 170    39    0.0   11.0   11.9   15.7   31.4   0.24   29.7   13.6   21.1   24.1   13.6   21.1   24.1   86.4  404.2   0.00   0.00
 2016 171    40    0.0   11.0   11.9   14.8   29.6   0.28   29.1   15.3   21.7   24.3   15.3   21.7   24.3   86.4  404.2   0.00   0.00
 2016 172    41    0.0   11.0   11.9   14.0   28.0   0.32   28.8   15.0   21.4   24.0   15.0   21.4   24.0   86.4  404.2   0.00   0.00
 2016 173    42    0.0   11.0   11.9   12.5   25.0   0.39   29.2   15.8   22.0   24.6   15.8   22.0   24.6   86.4  404.2   0.00   0.00
 2016 174    43    0.0   11.0   11.9   11.8   23.6   0.43   28.4   18.4   23.1   24.9   18.4   23.1   24.9   86.4  404.2   0.00   0.00
 2016 175    44    0.0   11.0   11.9   12.2   24.4   0.41   29.3   17.2   22.8   25.1   17.2   22.8   25.1   86.4  404.2   0.00   0.00
 2016 176    45    0.0   11.0   11.9   14.7   29.4   0.29   29.4   16.4   22.5   24.9   16.4   22.5   24.9   86.4  404.2   0.00   0.00
 2016 177    46    0.0   11.0   11.9   15.4   30.8   0.25   27.9   16.6   21.9   24.0   16.6   21.9   24.0   86.4  404.2   0.00   0.00
 2016 178    47    0.0   11.0   11.9   15.7   31.4   0.24   27.7   14.2   20.5   23.0   14.2   20.5   23.0   86.4  404.2   0.00   0.00
 2016 179    48    0.0   11.0   11.9   15.9   31.8   0.23   26.2   14.7   20.1   22.2   14.7   20.1   22.2   86.4  404.2   0.00   0.00
 2016 180    49    0.0   11.0   11.9   15.9   31.8   0.23   27.6   12.8   19.7   22.5   12.8   19.7   22.5   86.4  404.2   0.00   0.00
 2016 181    50    0.0   11.0   11.9   14.0   28.0   0.32   27.2   14.2   20.3   22.7   14.2   20.3   22.7   86.4  404.2   0.00   0.00
 2016 182    51    0.0   11.0   11.9   10.4   20.8   0.50   27.5   13.6   20.1   22.7   13.6   20.1   22.7   86.4  404.2   0.00   0.00
 2016 183    52    0.0   11.0   11.9   16.0   32.0   0.23   28.2   15.3   21.3   23.7   15.3   21.3   23.7   86.4  404.2   0.00   0.00
 2016 184    53    0.0   11.0   11.9   12.5   25.0   0.40   27.5   14.0   20.3   22.8   14.0   20.3   22.8   86.4  404.2   0.00   0.00
 2016 185    54    0.0   11.0   11.9   14.7   29.4   0.29   28.3   16.6   22.1   24.3   16.6   22.1   24.3   86.4  404.2   0.00   0.00
 2016 186    55    0.0   11.0   11.9   13.5   27.0   0.35   27.3   15.8   21.2   23.3   15.8   21.2   23.3   86.4  404.2   0.00   0.00
 2016 187    56    0.0   11.0   12.0   12.9   25.8   0.38   27.9   16.7   21.9   24.0   16.7   21.9   24.0   86.4  404.2   0.00   0.00
 2016 188    57    0.0   11.1   12.0   12.4   24.8   0.41   29.3   16.8   22.6   25.0   16.8   22.6   25.0   86.4  404.2   0.00   0.00
 2016 189    58    0.0   11.1   12.0   14.7   29.4   0.30   28.7   13.9   20.8   23.6   13.9   20.8   23.6   86.4  404.2   0.00   0.00
 2016 190    59    0.0   11.1   12.0   14.1   28.2   0.33   29.4   16.6   22.6   25.0   16.6   22.6   25.0   86.4  404.2   0.00   0.00
 2016 191    60    0.0   11.1   12.0   14.0   28.0   0.33   30.9   16.1   23.0   25.8   16.1   23.0   25.8   86.4  404.2   0.00   0.00
 2016 192    61    0.0   11.1   12.0   15.0   30.0   0.29   31.1   17.7   23.9   26.5   17.7   23.9   26.5   86.4  404.2   0.00   0.00
 2016 193    62    0.0   11.1   12.0   14.0   28.0   0.34   31.4   18.1   24.3   26.8   18.1   24.3   26.8   86.4  404.2   0.00   0.00
 2016 194    63    0.0   11.1   12.0   15.9   31.8   0.25   30.3   16.4   22.9   25.5   16.4   22.9   25.5   86.4  404.2   0.00   0.00
 2016 195    64    0.0   11.1   12.0   13.6   27.2   0.36   31.0   16.5   23.3   26.0   16.5   23.3   26.0   86.4  404.2   0.00   0.00
 2016 196    65    0.0   11.1   12.0   16.1   32.2   0.24   30.8   15.7   22.7   25.6   15.7   22.7   25.6   86.4  404.2   0.00   0.00
 2016 197    66    0.0   11.1   12.0   16.1   32.2   0.24   31.0   17.0   23.5   26.2   17.0   23.5   26.2   86.4  404.4   0.00   0.00
 2016 198    67    0.0   11.1   12.0   16.5   33.0   0.23   31.2   15.9   23.0   25.9   15.9   23.0   25.9   86.4  404.4   0.00   0.00
 2016 199    68    0.0   11.1   12.0   13.9   27.8   0.35   26.3   16.5   21.1   22.9   16.5   21.1   22.9   86.4  404.4   0.00   0.00
 2016 200    69    0.0   11.1   12.0   15.9   31.8   0.26   28.8   11.3   19.5   22.8   11.3   19.5   22.8   86.4  404.4   0.00   0.00
 2016 201    70    0.0   11.1   12.0   16.2   32.4   0.25   29.9   13.9   21.4   24.4   13.9   21.4   24.4   86.4  404.4   0.00   0.00
 2016 202    71    0.0   11.2   12.0   16.2   32.4   0.25   29.1   14.0   21.1   23.9   14.0   21.1   23.9   86.4  404.4   0.00   0.00
 2016 203    72    0.0   11.2   12.0   15.8   31.6   0.27   29.9   14.6   21.8   24.7   14.6   21.8   24.7   86.4  404.4   0.00   0.00
 2016 204    73    0.0   11.2   12.1   16.4   32.8   0.25   29.5   14.3   21.4   24.3   14.3   21.4   24.3   86.4  404.4   0.00   0.00
 2016 205    74    0.0   11.2   12.1   12.8   25.6   0.41   30.7   16.0   22.9   25.7   16.0   22.9   25.7   86.4  404.4   0.00   0.00
 2016 206    75    0.0   11.2   12.1   16.8   33.6   0.23   30.4   19.4   24.5   26.6   19.4   24.5   26.6   86.4  404.4   0.00   0.00
 2016 207    76    0.0   11.2   12.1   17.0   34.0   0.23   29.5   15.4   22.0   24.7   15.4   22.0   24.7   86.4  404.4   0.00   0.00
 2016 208    77    0.0   11.2   12.1   17.4   34.8   0.21   29.5   17.4   23.1   25.4   17.4   23.1   25.4   86.4  404.4   0.00   0.00
 2016 209    78    0.0   11.2   12.1   16.7   33.4   0.25   31.2   16.4   23.3   26.2   16.4   23.3   26.2   86.4  404.4   0.00   0.00
 2016 210    79    0.0   11.2   12.1   17.0   34.0   0.24   30.5   15.8   22.7   25.5   15.8   22.7   25.5   86.4  404.4   0.00   0.00
 2016 211    80    0.0   11.2   12.1   17.5   35.0   0.22   30.3   16.4   22.9   25.6   16.4   22.9   25.6   86.4  404.4   0.00   0.00
 2016 212    81    0.0   11.3   12.1   17.2   34.4   0.23   28.5   16.8   22.3   24.5   16.8   22.3   24.5   86.4  404.4   0.00   0.00
 2016 213    82    0.0   11.3   12.1   16.6   33.2   0.26   28.5   13.6   20.6   23.4   13.6   20.6   23.4   86.4  404.4   0.00   0.00
 2016 214    83    0.0   11.3   12.1   17.7   35.4   0.22   28.2   15.5   21.5   23.9   15.5   21.5   23.9   86.4  404.4   0.00   0.00
 2016 215    84    0.0   11.3   12.2   17.8   35.6   0.22   28.1   15.8   21.6   23.9   15.8   21.6   23.9   86.4  404.4   0.00   0.00
 2016 216    85    0.0   11.3   12.2   16.7   33.4   0.27   29.7   14.4   21.6   24.5   14.4   21.6   24.5   86.4  404.4   0.00   0.00
 2016 217    86    0.0   11.3   12.2   17.1   34.2   0.25   29.9   17.2   23.2   25.6   17.2   23.2   25.6   86.4  404.4   0.00   0.00
 2016 218    87    0.0   11.3   12.2   17.8   35.6   0.23   29.9   18.7   24.0   26.1   18.7   24.0   26.1   86.4  404.4   0.00   0.00
 2016 219    88    0.0   11.3   12.2   17.9   35.8   0.23   30.1   18.0   23.7   26.0   18.0   23.7   26.0   86.4  404.4   0.00   0.00
 2016 220    89    0.0   11.3   12.2   17.9   35.8   0.23   30.1   16.0   22.6   25.3   16.0   22.6   25.3   86.4  404.4   0.00   0.00

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2016 154     1    0.0   11.1   12.0   10.2   20.4   0.51   30.2   15.9   22.6   25.3   15.9   22.6   25.3   86.4  403.9   0.00   0.00
 2016 155     2    0.0   11.1   12.0   11.6   23.2   0.45   29.6   15.1   21.9   24.6   15.1   21.9   24.6   86.4  403.9   0.00   0.00
 2016 156     3    0.0   11.1   12.0   12.2   24.4   0.42   30.0   17.8   23.5   25.8   17.8   23.5   25.8   86.4  403.9   0.00   0.00
 2016 157     4    0.0   11.1   12.0   14.3   28.6   0.31   31.7   18.3   24.5   27.1   18.3   24.5   27.1   86.4  403.9   0.00   0.00
 2016 158     5    0.0   11.0   12.0   15.8   31.6   0.24   32.0   16.4   23.7   26.6   16.4   23.7   26.6   86.4  403.9   0.00   0.00
 2016 159     6    0.0   11.0   12.0   12.4   24.8   0.40   29.1   18.4   23.4   25.4   18.4   23.4   25.4   86.4  403.9   0.00   0.00
 2016 160     7    0.0   11.0   12.0   12.1   24.2   0.42   27.7   17.5   22.3   24.2   17.5   22.3   24.2   86.4  403.9   0.00   0.00
 2016 161     8    0.0   11.0   11.9   14.6   29.2   0.30   26.8   14.1   20.0   22.4   14.1   20.0   22.4   86.4  403.9   0.00   0.00
 2016 162     9    0.0   11.0   11.9   12.8   25.6   0.38   29.0   19.3   23.8   25.6   19.3   23.8   25.6   86.4  403.9   0.00   0.00
 2016 163    10    0.0   11.0   11.9   14.0   28.0   0.32   25.7   15.1   20.0   22.0   15.1   20.0   22.0   86.4  403.9   0.00   0.00
 2016 164    11    0.0   11.0   11.9   12.8   25.6   0.38   24.7   12.4   18.1   20.4   12.4   18.1   20.4   86.4  403.9   0.00   0.00
 2016 165    12    0.0   11.0   11.9   15.5   31.0   0.25   28.3   10.5   18.8   22.1   10.5   18.8   22.1   86.4  403.9   0.00   0.00
 2016 166    13    0.0   11.0   11.9   12.3   24.6   0.40   28.0   14.4   20.7   23.3   14.4   20.7   23.3   86.4  403.9   0.00   0.00
 2016 167    14    0.0   11.0   11.9   13.7   27.4   0.33   28.0   16.2   21.7   23.9   16.2   21.7   23.9   86.4  404.2   0.00   0.00
 2016 168    15    0.0   11.0   11.9   15.6   31.2   0.24   27.9   14.7   20.8   23.3   14.7   20.8   23.3   86.4  404.2   0.00   0.00
 2016 169    16    0.0   11.0   11.9   16.0   32.0   0.22   28.7   13.4   20.5   23.4   13.4   20.5   23.4   86.4  404.2   0.00   0.00
 2016 170    17    0.0   11.0   11.9   15.7   31.4   0.24   29.7   13.6   21.1   24.1   13.6   21.1   24.1   86.4  404.2   0.00   0.00
 2016 171    18    0.0   11.0   11.9   14.8   29.6   0.28   29.1   15.3   21.7   24.3   15.3   21.7   24.3   86.4  404.2   0.00   0.00
 2016 172    19    0.0   11.0   11.9   14.0   28.0   0.32   28.8   15.0   21.4   24.0   15.0   21.4   24.0   86.4  404.2   0.00   0.00
 2016 173    20    0.0   11.0   11.9   12.5   25.0   0.39   29.2   15.8   22.0   24.6   15.8   22.0   24.6   86.4  404.2   0.00   0.00
 2016 174    21    0.0   11.0   11.9   11.8   23.6   0.43   28.4   18.4   23.1   24.9   18.4   23.1   24.9   86.4  404.2   0.00   0.00
 2016 175    22    0.0   11.0   11.9   12.2   24.4   0.41   29.3   17.2   22.8   25.1   17.2   22.8   25.1   86.4  404.2   0.00   0.00
 2016 176    23    0.0   11.0   11.9   14.7   29.4   0.29   29.4   16.4   22.5   24.9   16.4   22.5   24.9   86.4  404.2   0.00   0.00
 2016 177    24    0.0   11.0   11.9   15.4   30.8   0.25   27.9   16.6   21.9   24.0   16.6   21.9   24.0   86.4  404.2   0.00   0.00
 2016 178    25    0.0   11.0   11.9   15.7   31.4   0.24   27.7   14.2   20.5   23.0   14.2   20.5   23.0   86.4  404.2   0.00   0.00
 2016 179    26    0.0   11.0   11.9   15.9   31.8   0.23   26.2   14.7   20.1   22.2   14.7   20.1   22.2   86.4  404.2   0.00   0.00
 2016 180    27    0.0   11.0   11.9   15.9   31.8   0.23   27.6   12.8   19.7   22.5   12.8   19.7   22.5   86.4  404.2   0.00   0.00
 2016 181    28    0.0   11.0   11.9   14.0   28.0   0.32   27.2   14.2   20.3   22.7   14.2   20.3   22.7   86.4  404.2   0.00   0.00
 2016 182    29    0.0   11.0   11.9   10.4   20.8   0.50   27.5   13.6   20.1   22.7   13.6   20.1   22.7   86.4  404.2   0.00   0.00
 2016 183    30    0.0   11.0   11.9   16.0   32.0   0.23   28.2   15.3   21.3   23.7   15.3   21.3   23.7   86.4  404.2   0.00   0.00
 2016 184    31    0.0   11.0   11.9   12.5   25.0   0.40   27.5   14.0   20.3   22.8   14.0   20.3   22.8   86.4  404.2   0.00   0.00
 2016 185    32    0.0   11.0   11.9   14.7   29.4   0.29   28.3   16.6   22.1   24.3   16.6   22.1   24.3   86.4  404.2   0.00   0.00
 2016 186    33    0.0   11.0   11.9   13.5   27.0   0.35   27.3   15.8   21.2   23.3   15.8   21.2   23.3   86.4  404.2   0.00   0.00
 2016 187    34    0.0   11.0   12.0   12.9   25.8   0.38   27.9   16.7   21.9   24.0   16.7   21.9   24.0   86.4  404.2   0.00   0.00
 2016 188    35    0.0   11.1   12.0   12.4   24.8   0.41   29.3   16.8   22.6   25.0   16.8   22.6   25.0   86.4  404.2   0.00   0.00
 2016 189    36    0.0   11.1   12.0   14.7   29.4   0.30   28.7   13.9   20.8   23.6   13.9   20.8   23.6   86.4  404.2   0.00   0.00
 2016 190    37    0.0   11.1   12.0   14.1   28.2   0.33   29.4   16.6   22.6   25.0   16.6   22.6   25.0   86.4  404.2   0.00   0.00
 2016 191    38    0.0   11.1   12.0   14.0   28.0   0.33   30.9   16.1   23.0   25.8   16.1   23.0   25.8   86.4  404.2   0.00   0.00
 2016 192    39    0.0   11.1   12.0   15.0   30.0   0.29   31.1   17.7   23.9   26.5   17.7   23.9   26.5   86.4  404.2   0.00   0.00
 2016 193    40    0.0   11.1   12.0   14.0   28.0   0.34   31.4   18.1   24.3   26.8   18.1   24.3   26.8   86.4  404.2   0.00   0.00
 2016 194    41    0.0   11.1   12.0   15.9   31.8   0.25   30.3   16.4   22.9   25.5   16.4   22.9   25.5   86.4  404.2   0.00   0.00
 2016 195    42    0.0   11.1   12.0   13.6   27.2   0.36   31.0   16.5   23.3   26.0   16.5   23.3   26.0   86.4  404.2   0.00   0.00
 2016 196    43    0.0   11.1   12.0   16.1   32.2   0.24   30.8   15.7   22.7   25.6   15.7   22.7   25.6   86.4  404.2   0.00   0.00
 2016 197    44    0.0   11.1   12.0   16.1   32.2   0.24   31.0   17.0   23.5   26.2   17.0   23.5   26.2   86.4  404.4   0.00   0.00
 2016 198    45    0.0   11.1   12.0   16.5   33.0   0.23   31.2   15.9   23.0   25.9   15.9   23.0   25.9   86.4  404.4   0.00   0.00
 2016 199    46    0.0   11.1   12.0   13.9   27.8   0.35   26.3   16.5   21.1   22.9   16.5   21.1   22.9   86.4  404.4   0.00   0.00
 2016 200    47    0.0   11.1   12.0   15.9   31.8   0.26   28.8   11.3   19.5   22.8   11.3   19.5   22.8   86.4  404.4   0.00   0.00
 2016 201    48    0.0   11.1   12.0   16.2   32.4   0.25   29.9   13.9   21.4   24.4   13.9   21.4   24.4   86.4  404.4   0.00   0.00
 2016 202    49    0.0   11.2   12.0   16.2   32.4   0.25   29.1   14.0   21.1   23.9   14.0   21.1   23.9   86.4  404.4   0.00   0.00
 2016 203    50    0.0   11.2   12.0   15.8   31.6   0.27   29.9   14.6   21.8   24.7   14.6   21.8   24.7   86.4  404.4   0.00   0.00
 2016 204    51    0.0   11.2   12.1   16.4   32.8   0.25   29.5   14.3   21.4   24.3   14.3   21.4   24.3   86.4  404.4   0.00   0.00
 2016 205    52    0.0   11.2   12.1   12.8   25.6   0.41   30.7   16.0   22.9   25.7   16.0   22.9   25.7   86.4  404.4   0.00   0.00
 2016 206    53    0.0   11.2   12.1   16.8   33.6   0.23   30.4   19.4   24.5   26.6   19.4   24.5   26.6   86.4  404.4   0.00   0.00
 2016 207    54    0.0   11.2   12.1   17.0   34.0   0.23   29.5   15.4   22.0   24.7   15.4   22.0   24.7   86.4  404.4   0.00   0.00
 2016 208    55    0.0   11.2   12.1   17.4   34.8   0.21   29.5   17.4   23.1   25.4   17.4   23.1   25.4   86.4  404.4   0.00   0.00
 2016 209    56    0.0   11.2   12.1   16.7   33.4   0.25   31.2   16.4   23.3   26.2   16.4   23.3   26.2   86.4  404.4   0.00   0.00
 2016 210    57    0.0   11.2   12.1   17.0   34.0   0.24   30.5   15.8   22.7   25.5   15.8   22.7   25.5   86.4  404.4   0.00   0.00
 2016 211    58    0.0   11.2   12.1   17.5   35.0   0.22   30.3   16.4   22.9   25.6   16.4   22.9   25.6   86.4  404.4   0.00   0.00
 2016 212    59    0.0   11.3   12.1   17.2   34.4   0.23   28.5   16.8   22.3   24.5   16.8   22.3   24.5   86.4  404.4   0.00   0.00
 2016 213    60    0.0   11.3   12.1   16.6   33.2   0.26   28.5   13.6   20.6   23.4   13.6   20.6   23.4   86.4  404.4   0.00   0.00
 2016 214    61    0.0   11.3   12.1   17.7   35.4   0.22   28.2   15.5   21.5   23.9   15.5   21.5   23.9   86.4  404.4   0.00   0.00
 2016 215    62    0.0   11.3   12.2   17.8   35.6   0.22   28.1   15.8   21.6   23.9   15.8   21.6   23.9   86.4  404.4   0.00   0.00
 2016 216    63    0.0   11.3   12.2   16.7   33.4   0.27   29.7   14.4   21.6   24.5   14.4   21.6   24.5   86.4  404.4   0.00   0.00
 2016 217    64    0.0   11.3   12.2   17.1   34.2   0.25   29.9   17.2   23.2   25.6   17.2   23.2   25.6   86.4  404.4   0.00   0.00
 2016 218    65    0.0   11.3   12.2   17.8   35.6   0.23   29.9   18.7   24.0   26.1   18.7   24.0   26.1   86.4  404.4   0.00   0.00
 2016 219    66    0.0   11.3   12.2   17.9   35.8   0.23   30.1   18.0   23.7   26.0   18.0   23.7   26.0   86.4  404.4   0.00   0.00
 2016 220    67    0.0   11.3   12.2   17.9   35.8   0.23   30.1   16.0   22.6   25.3   16.0   22.6   25.3   86.4  404.4   0.00   0.00
 2016 221    68    0.0   11.4   12.2   18.1   36.2   0.22   31.7   15.9   23.3   26.4   15.9   23.3   26.4   86.4  404.4   0.00   0.00
 2016 222    69    0.0   11.4   12.2   18.4   36.8   0.21   32.5   16.9   24.2   27.3   16.9   24.2   27.3   86.4  404.4   0.00   0.00
 2016 223    70    0.0   11.4   12.2   17.7   35.4   0.25   31.5   16.3   23.5   26.4   16.3   23.5   26.4   86.4  404.4   0.00   0.00
 2016 224    71    0.0   11.4   12.3   16.2   32.4   0.31   29.5   15.9   22.3   24.9   15.9   22.3   24.9   86.4  404.4   0.00   0.00
 2016 225    72    0.0   11.4   12.3   17.2   34.4   0.28   30.4   15.4   22.5   25.4   15.4   22.5   25.4   86.4  404.4   0.00   0.00
